Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Website URL,WC Grade,WC CO2 per Visit,Sustainable Energy,Monthly traffic in K,
77,AbbVie,ABBV,Health Care,Pharmaceuticals,yes,no,no,no,-4,no,yes,no,yes,yes,yes,50000,322434.8,54318,-6.4,4863,-58.9,134711,Robert A. Michael,U.S.,North Chicago,Illinois,https://www.abbvie.com,Public,"Market value as of July 15, 2024.",296719,45509,www.abbvie.com,F,1.11,sustainable energy,1253,
78,New York Life Insurance,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,-7,no,yes,no,yes,yes,no,15384,,54317.2,-7.1,804.6,,408904.9,Craig DeSanto,U.S.,New York,New York,https://www.newyorklife.com,Private,"Figures are for fiscal year ended Dec. 31, 2022.",,45509,www.newyorklife.com,D,0.58,sustainable energy,2736,
79,Intel,INTC,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-17,no,yes,no,yes,no,no,124800,188026,54228,-14,1689,-78.9,191572,Patrick P. Gelsinger,U.S.,Santa Clara,California,https://www.intel.com,Public,"Market value as of July 15, 2024.",146692,45509,www.intel.com,C,0.48,sustainable energy,17260,
80,TJX,TJX,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,7,yes,no,no,yes,yes,no,349000,115586,54217,8.6,4474,27.9,29747,Ernie L. Herrman,U.S.,Framingham,Massachusetts,https://www.tjx.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",128622,45509,www.tjx.com,F,1,sustainable energy,13380,
81,Prudential Financial,PRU,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-14,no,yes,no,yes,yes,no,40366,42191.2,53979,-10.1,2488,,721123,Charles F. Lowrey,U.S.,Newark,New Jersey,https://www.prudential.com,Public,"Market value as of July 15, 2024.",45069,45509,www.prudential.com,F,0.93,bog standard energy,2061,
82,HP,HPQ,Technology,"Computers, Office Equipment",yes,no,no,no,-19,no,yes,no,yes,yes,yes,58000,29569.7,53718,-14.6,3263,4.2,37004,Enrique J. Lores,U.S.,Palo Alto,California,https://www.hp.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of July 15, 2024.",36539,45509,www.hp.com,F,1.56,sustainable energy,64980,
83,United Airlines Holdings,UAL,Transportation,Airlines,yes,no,no,yes,13,yes,no,no,yes,yes,no,103300,15705.9,53717,19.5,2618,255.2,71104,J. Scott Kirby,U.S.,Chicago,Illinois,https://www.united.com,Public,"Market value as of July 15, 2024.",14573,45509,www.united.com,F,1.44,sustainable energy,42270,
84,Performance Food Group,PFGC,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,no,7,yes,no,no,yes,no,no,34825,11612.9,53354.7,13.1,397.2,253.1,12499,George L. Holm,U.S.,Richmond,Virginia,https://www.pfgc.com,Public,"Figures are for fiscal year ended June 30, 2023. Excise taxes have been deducted. Market value as of July 15, 2024.",9951,45509,www.pfgc.com,E,0.73,sustainable energy,55.41,
85,Tyson Foods,TSN,"Food, Beverages & Tobacco",Food Production,no,no,no,no,-5,no,yes,no,yes,no,no,139000,20928.3,52881,-0.8,-648,-120,36251,Donnie D. King,U.S.,Springdale,Arkansas,https://www.tysonfoods.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",20461,45509,www.tysonfoods.com,F,3.24,bog standard energy,192.272,
86,American Airlines Group,AAL,Transportation,Airlines,yes,no,no,yes,3,yes,no,no,yes,no,no,132100,10050.5,52788,7.8,822,547.2,63058,Robert D. Isom,U.S.,Fort Worth,Texas,https://www.aa.com,Public,"Market value as of July 15, 2024.",6947,45509,www.aa.com,C,0.46,bog standard energy,55530,
87,Liberty Mutual Insurance Group,,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-1,no,yes,no,yes,no,no,45000,,52612,5.3,213,-48.6,165208,Timothy M. Sweeney,U.S.,Boston,Massachusetts,https://www.libertymutual.com,Private,Includes revenues from discontinued operations.,,45509,www.libertymutual.com,E,0.66,sustainable energy,4830,
88,Nike,NKE,Apparel,Apparel,yes,no,no,yes,5,yes,no,no,yes,yes,no,83700,142391.2,51217,9.6,5070,-16.1,37531,John J. Donahoe II,U.S.,Beaverton,Oregon,https://investors.nike.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of July 15, 2024.",107632,45509,www.nike.com,F,0.92,bog standard energy,120900,
89,Oracle,ORCL,Technology,Computer Software,yes,no,yes,yes,12,yes,no,no,yes,yes,no,164000,345240.8,49954,17.7,8503,26.6,134384,Safra A. Catz,U.S.,Austin,Texas,https://www.oracle.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of July 15, 2024.",394281,45509,www.oracle.com,C,0.42,bog standard energy,19600,
90,Enterprise Products Partners,EPD,Energy,Pipelines,yes,no,no,yes,-18,no,yes,no,yes,no,no,7500,63269.4,49715,-14.6,5532,0.8,70982,A. James Teague/W. Randall Fowler,U.S.,Houston,Texas,https://www.enterpriseproducts.com,Public,"A partnership. Market value as of July 15, 2024.",64278,45509,www.enterpriseproducts.com,F,0.87,bog standard energy,36.724,
91,Capital One Financial,COF,Financials,Commercial Banks,yes,yes,no,no,15,yes,no,no,yes,yes,yes,51987,56891.2,49484,29,4887,-33.6,478464,Richard D. Fairbank,U.S.,McLean,Virginia,https://www.capitalone.com,Public,"Market value as of July 15, 2024.",55230,45509,www.capitalone.com,F,1.13,bog standard energy,134200,
92,Plains GP Holdings,PAGP,Energy,Pipelines,yes,no,no,yes,-18,no,yes,no,yes,no,no,4200,3597.5,48712,-15.1,198,17.9,28597,Wilfred C.W. Chiang,U.S.,Houston,Texas,https://www.plains.com,Public,"A partnership. Market value as of July 15, 2024.",3862,45509,www.plains.com,C,0.47,sustainable energy,17.728,
93,World Kinect,WKC,Energy,Energy,yes,no,no,yes,-23,no,yes,no,yes,no,no,5289,1583,47710.6,-19.2,52.9,-53.6,7375.3,Michael J. Kasbar,U.S.,Miami,Florida,https://www.world-kinect.com,Public,"Market value as of July 15, 2024.",1579,45509,www.world-kinect.com,C,0.44,sustainable energy,22.214,
94,AIG,AIG,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-18,no,yes,no,yes,no,no,25200,53230.1,46802,-17.1,3643,-64.5,539306,Peter S. Zaffino,U.S.,New York,New York,https://www.aig.com,Public,"Market value as of July 15, 2024.",51514,45509,www.aig.com,F,1.02,bog standard energy,677.216,
95,Coca-Cola,KO,"Food, Beverages & Tobacco",Beverages,yes,no,no,no,5,yes,no,no,yes,yes,no,79100,263758.6,45754,6.4,10714,12.3,97703,James R. Quincey,U.S.,Atlanta,Georgia,https://www.coca-cola.com/,Public,"Market value as of July 15, 2024.",273167,45509,www.coca-cola.com,C,0.46,bog standard energy,10420,
96,TIAA,,Financials,"Insurance: Life, Health (Mutual)",no,no,yes,no,7,yes,no,no,yes,yes,no,16023,,45734.8,11.8,-1408.9,-385.4,629369.9,Thasunda Brown Duckett,U.S.,New York,New York,https://www.tiaa.org,Private,"Not a mutual company, but reports financial data according to statutory accounting.",,45509,www.tiaa.org,D,0.63,bog standard energy,3626,
97,CHS,,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,-7,no,yes,no,yes,no,no,10609,,45590,-4.6,1900.4,13.2,18957.4,Jay D. Debertin,U.S.,Inver Grove Heights,Minnesota,https://www.chsinc.com,Private,"A cooperative. Figures are for fiscal year ended Aug. 31, 2023.",,45509,www.chsinc.com,C,0.47,sustainable energy,129.862,
98,Bristol-Myers Squibb,BMY,Health Care,Pharmaceuticals,yes,no,no,no,-3,no,yes,no,yes,yes,no,34100,109911.1,45006,-2.5,8025,26.8,95159,Christopher S. Boerner,U.S.,Princeton,New Jersey,https://www.bms.com,Public,"Market value as of July 15, 2024.",81388,45509,www.bms.com,F,0.94,bog standard energy,920.814,
99,Dow,DOW,Chemicals,Chemicals,yes,no,no,no,-24,no,yes,no,yes,yes,yes,35900,40740.3,44622,-21.6,589,-87.1,57967,James R. Fitterling,U.S.,Midland,Michigan,https://www.dow.com,Public,"Market value as of July 15, 2024.",37463,45509,www.dow.com,E,0.7,sustainable energy,528.172,
100,Best Buy,BBY,Retailing,Specialty Retailers: Other,yes,no,yes,yes,-6,no,yes,no,yes,yes,no,85000,17667.7,43452,-6.1,1241,-12.5,14967,Corie S. Barry,U.S.,Richfield,Minnesota,https://www.bestbuy.com/,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",18444,45509,www.bestbuy.com,A,0.13,sustainable energy,98550,
101,Thermo Fisher Scientific,TMO,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-4,no,yes,no,yes,yes,no,122000,221622.5,42857,-4.6,5995,-13.7,98726,Marc N. Casper,U.S.,Waltham,Massachusetts,https://www.thermofisher.com,Public,"Market value as of July 15, 2024.",207913,45509,www.thermofisher.com,C,0.4,sustainable energy,6472,
102,Massachusetts Mutual Life Insurance,,Financials,"Insurance: Life, Health (Mutual)",no,no,no,yes,2,yes,no,no,yes,yes,no,11323,,42641.4,5.9,-771.6,-152,397895,Roger W. Crandall,U.S.,Springfield,Massachusetts,https://www.massmutual.com,Private,"Figures are for fiscal year ended Dec. 31, 2022.",,45509,www.massmutual.com,F,1.39,sustainable energy,842.295,
103,USAA,,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,11,yes,no,no,yes,yes,no,37376,,42493.4,17.1,1213.5,,211637.6,Wayne Peacock,U.S.,San Antonio,Texas,https://www.usaa.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,45509,www.usaa.com,D,0.51,sustainable energy,21990,
104,General Dynamics,GD,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,1,yes,no,no,yes,yes,no,111600,77506.3,42272,7.3,3315,-2.2,54810,Phebe N. Novakovic,U.S.,Reston,Virginia,https://www.gd.com,Public,"Market value as of July 15, 2024.",78309,45509,www.gd.com,B,0.34,sustainable energy,145.008,
105,Travelers,TRV,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,7,yes,no,no,yes,yes,no,33133,52731,41364,12.1,2991,5.2,125978,Alan D. Schnitzer,U.S.,New York,New York,https://www.travelers.com,Public,"Market value as of July 15, 2024.",48867,45509,www.travelers.com,F,1.83,bog standard energy,4100,
106,Warner Bros. Discovery,WBD,Media,Entertainment,no,no,no,no,12,yes,no,no,yes,no,no,35300,21298.5,41321,22.2,-3126,,122757,David M. Zaslav,U.S.,New York,New York,https://wbd.com,Public,"Market value as of July 15, 2024.",18181,45509,wbd.com,F,11.22,sustainable energy,1635,
107,U.S. Bancorp,USB,Financials,Commercial Banks,yes,no,no,no,42,yes,no,no,no,yes,no,75465,69656.5,40624,48.3,5429,-6.8,663491,Andrew J. Cecere,U.S.,Minneapolis,Minnesota,https://www.usbank.com,Public,"Market value as of July 15, 2024.",66086,45509,www.usbank.com,F,1.12,sustainable energy,27460,
108,Abbott Laboratories,ABT,Health Care,Medical Products and Equipment,yes,no,no,no,-9,no,yes,no,yes,yes,no,114000,197221,40109,-8.1,5723,-17.5,73214,Robert B. Ford,U.S.,Abbott Park,Illinois,https://www.abbott.com,Public,"Market value as of July 15, 2024.",179113,45509,www.abbott.com,F,2.39,bog standard energy,1033,
109,Northrop Grumman,NOC,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,4,yes,no,no,yes,yes,no,101000,70908.8,39290,7.3,2056,-58,46544,Kathy J. Warden,U.S.,Falls Church,Virginia,https://www.northropgrumman.com,Public,"Market value as of July 15, 2024.",63920,45509,www.northropgrumman.com,F,1.3,bog standard energy,877.043,
110,Northwestern Mutual,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,no,1,yes,no,no,yes,yes,no,8239,,38788.1,5.1,711.4,-22,358828.6,John E. Schlifske,U.S.,Milwaukee,Wisconsin,https://www.northwesternmutual.com,Private,"Figures are for fiscal year ended Dec. 31, 2022. Source: S&P Global.",,45509,www.northwesternmutual.com,F,1.41,bog standard energy,1779,
111,Dollar General,DG,Retailing,Specialty Retailers: Other,yes,no,no,yes,-3,no,yes,no,yes,no,no,185800,34281.9,38691.6,2.2,1661.3,-31.2,30795.6,Todd J. Vasos,U.S.,Goodlettsville,Tennessee,https://www.dollargeneral.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",27918,45509,www.dollargeneral.com,F,2.09,sustainable energy,8423,
112,PBF Energy,PBF,Energy,Petroleum Refining,yes,no,no,yes,-20,no,yes,no,yes,no,no,3776,6860.3,38324.8,-18.2,2140.5,-25.6,14387.8,Matthew C. Lucey,U.S.,Parsippany,New Jersey,https://www.pbfenergy.com,Public,"Excise taxes have been deducted. Market value as of July 15, 2024.",4790,45509,www.pbfenergy.com,B,0.3,bog standard energy,19.684,
113,Uber Technologies,UBER,Technology,Internet Services and Retailing,yes,no,no,no,14,yes,no,no,yes,yes,no,30400,160258.1,37281,17,1887,,38699,Dara Khosrowshahi,U.S.,San Francisco,California,https://www.uber.com,Public,"Market value as of July 15, 2024.",151051,45509,www.uber.com,B,0.2,sustainable energy,74740,
114,Honeywell International,HON,Industrials,Industrial Machinery,yes,no,no,no,1,yes,no,no,yes,yes,no,95000,133860.3,36662,3.4,5658,13.9,61525,Vimal Kapur,U.S.,Charlotte,North Carolina,https://www.honeywell.com,Public,"Market value as of July 15, 2024.",140474,45509,www.honeywell.com,E,0.77,sustainable energy,4043,
115,Mondelez International,MDLZ,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,16,yes,no,no,yes,yes,no,91000,94253.4,36016,14.4,4959,82.5,71391,Dirk Van de Put,U.S.,Chicago,Illinois,https://www.mondelezinternational.com,Public,"Market value as of July 15, 2024.",86317,45509,www.mondelezinternational.com,F,1.18,sustainable energy,561.202,
116,Starbucks,SBUX,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,9,yes,no,no,yes,yes,no,381000,103471.8,35975.6,11.6,4124.5,25.7,29445.5,Rachel Ruggeri,U.S.,Seattle,Washington,https://www.starbucks.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",82404,45509,www.starbucks.com,C,0.39,sustainable energy,19980,
117,Qualcomm,QCOM,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-19,no,yes,no,yes,yes,no,50000,188938.8,35820,-19,7232,-44.1,51040,Cristiano R. Amon,U.S.,San Diego,California,https://www.qualcomm.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",232329,45509,www.qualcomm.com,E,0.8,sustainable energy,4017,
118,Broadcom,AVGO,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,5,yes,no,no,yes,no,no,20000,614223.1,35819,7.9,14082,22.5,72861,Hock E. Tan,U.S.,Palo Alto,California,https://www.broadcom.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of July 15, 2024.",797940,45509,www.broadcom.com,D,0.64,sustainable energy,5737,
119,US Foods Holding,USFD,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,-2,no,yes,no,yes,no,no,30000,13217.4,35597,4.5,506,90.9,13187,David E. Flitman,U.S.,Rosemont,Illinois,https://www.usfoods.com,Public,"Market value as of July 15, 2024.",12829,45509,www.usfoods.com,B,0.23,bog standard energy,1108,
120,D.R. Horton,DHI,Engineering & Construction,Homebuilders,yes,no,no,yes,0,no,no,no,yes,yes,no,13450,54600.5,35460.4,5.9,4745.7,-19,32582.4,Paul J. Romanowski,U.S.,Arlington,Texas,https://www.drhorton.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",50108,45509,www.drhorton.com,D,0.59,sustainable energy,1903,
121,Philip Morris International,PM,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,7,yes,no,no,yes,no,no,82700,142428,35174,10.7,7813,-13.6,65304,Jacek Olczak,U.S.,Stamford,Connecticut,https://www.pmi.com,Public,"Excise taxes have been deducted. Market value as of July 15, 2024.",163337,45509,www.pmi.com,E,0.79,sustainable energy,151.213,
122,Paccar,PCAR,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,18,yes,no,no,no,no,no,32400,64919.7,35127.4,21.9,4600.8,52.8,40823.4,R. Preston Feight,U.S.,Bellevue,Washington,https://www.paccar.com,Public,"Market value as of July 15, 2024.",54799,45509,www.paccar.com,E,0.75,bog standard energy,151.213,
123,Salesforce,CRM,Technology,Computer Software,yes,yes,no,no,10,yes,no,no,yes,yes,yes,72682,292144.6,34857,11.2,4136,1888.5,99823,Marc R. Benioff,U.S.,San Francisco,California,https://www.salesforce.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",245021,45509,www.salesforce.com,F,0.88,sustainable energy,108000,
124,Nucor,NUE,Materials,Metals,yes,no,no,yes,-22,no,yes,no,yes,yes,no,32000,47492,34713.5,-16.4,4524.8,-40.5,35340.5,Leon J. Topalian,U.S.,Charlotte,North Carolina,https://www.nucor.com,Public,"Market value as of July 15, 2024.",39530,45509,www.nucor.com,F,1.42,sustainable energy,263.526,
125,Jabil,JBL,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-4,no,yes,no,yes,yes,no,236000,17084.7,34702,3.7,818,-17.9,19424,Michael K. Dastoor,U.S.,St. Petersburg,Florida,https://www.jabil.com,Public,"Figures are for fiscal year ended Aug. 31, 2023. Market value as of July 15, 2024.",13080,45509,www.jabil.com,F,6.43,bog standard energy,213.675,
126,Lennar,LEN,Engineering & Construction,Homebuilders,yes,no,no,yes,-7,no,yes,no,yes,yes,no,12284,47374.8,34233.4,1.7,3938.5,-14.6,39234.3,Jonathan M. Jaffe/Stuart A. Miller,U.S.,Miami,Florida,https://www.lennar.com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of July 15, 2024.",43389,45509,www.lennar.com,E,0.69,sustainable energy,3793,
127,Eli Lilly,LLY,Health Care,Pharmaceuticals,yes,no,no,yes,15,yes,no,no,no,yes,no,43000,739658,34124.1,19.6,5240.4,-16.1,64006.3,David A. Ricks,U.S.,Indianapolis,Indiana,https://www.lilly.com,Public,"Market value as of July 15, 2024.",903322,45509,www.lilly.com,F,3.04,sustainable energy,3279,
128,Molina Healthcare,MOH,Health Care,Health Care: Insurance and Managed Care,yes,no,no,yes,-2,no,yes,no,yes,yes,no,18000,24068,34072,6.6,1091,37.8,14892,Joseph M. Zubretsky,U.S.,Long Beach,California,https://www.molinahealthcare.com,Public,"Market value as of July 15, 2024.",16755,45509,www.molinahealthcare.com,A+,0,sustainable energy,1150,
129,Cummins,CMI,Industrials,Industrial Machinery,yes,no,yes,yes,17,yes,no,no,no,yes,no,75500,41798.1,34065,21.3,735,-65.8,32005,Jennifer Rumsey,U.S.,Columbus,Indiana,https://www.cummins.com,Public,"Market value as of July 15, 2024.",39520,45509,www.cummins.com,F,1.01,sustainable energy,1827,
130,Bank of New York Mellon,BK,Financials,Commercial Banks,yes,no,no,yes,71,yes,no,no,no,yes,no,53400,43380.4,33805,69.1,3286,27.7,409953,Robin Vince,U.S.,New York,New York,https://www.bny.com,Public,"Market value as of July 15, 2024.",49139,45509,www.bny.com,E,0.76,bog standard energy,532.703,
131,Netflix,NFLX,Media,Entertainment,yes,no,no,yes,-2,no,yes,no,yes,yes,no,13000,262827.9,33723.3,6.7,5408,20.4,48732,Ted Sarandos/Gregory K. Peters,U.S.,Los Gatos,California,https://www.netflix.com,Public,"Market value as of July 15, 2024.",282865,45509,www.netflix.com,B,0.2,sustainable energy,1788000,
132,Truist Financial,TFC,Financials,Commercial Banks,no,no,no,no,25,yes,no,no,no,no,no,49935,52022.4,33246,31.1,-1091,-117.4,535349,William H. Rogers Jr.,U.S.,Charlotte,North Carolina,https://www.truist.com,Public,"Market value as of July 15, 2024.",55397,45509,www.truist.com,F,1.07,bog standard energy,21850,
133,Arrow Electronics,ARW,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,no,-24,no,yes,no,yes,yes,no,22100,6988.1,33107.1,-10.8,903.5,-36.7,21726.2,Sean J. Kerins,U.S.,Centennial,Colorado,https://www.arrow.com,Public,"Market value as of July 15, 2024.",6525,45509,www.arrow.com,D,0.62,sustainable energy,1135,
134,3M,MMM,Chemicals,Chemicals,no,no,no,no,-18,no,yes,no,yes,yes,no,85000,58695,32681,-4.5,-6995,-221.1,50580,William M. Brown,U.S.,St. Paul,Minnesota,https://www.3m.com,Public,"Market value as of July 15, 2024.",56841,45509,www.3m.com,F,3.98,sustainable energy,3021,
135,Visa,V,Business Services,Financial Data Services,yes,no,no,yes,2,yes,no,no,no,yes,yes,28800,560847.5,32653,11.4,17273,15.5,90499,Ryan McInerney,U.S.,San Francisco,California,https://www.visa.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",551134,45509,www.visa.com,F,2.41,sustainable energy,3136,
136,Apollo Global Management,APO,Financials,Securities,yes,yes,no,yes,220,yes,no,no,no,no,no,6855,63889.7,32644,180.8,5047,,313488,Marc Rowan,U.S.,New York,New York,https://www.apollo.com,Public,"Market value as of July 15, 2024.",69703,45509,www.apollo.com,F,1.98,sustainable energy,262.336,
137,HF Sinclair,DINO,Energy,Petroleum Refining,yes,no,no,no,-30,no,yes,no,yes,no,no,5218,11987.6,31964.4,-16.3,1589.7,-45.6,17716.3,Tim Go,U.S.,Dallas,Texas,https://www.hfsinclair.com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",11988,45447,www.hfsinclair.com,D,0.59,sustainable energy,47.433,
138,CBRE Group,CBRE,Financials,Real estate,yes,no,no,yes,-3,no,yes,no,no,yes,no,130000,29725.9,31949,3.6,986,-29.9,22548,Robert E. Sulentic,U.S.,Dallas,Texas,https://www.cbre.com,Public,"Market value as of March 28, 2024.",29726,45447,www.cbre.com,F,3.36,sustainable energy,1590,
139,PNC Financial Services Group,PNC,Financials,Commercial Banks,yes,no,no,no,29,yes,no,no,no,yes,no,55612,64291.8,31882,35.4,5578,-7.7,561580,William S. Demchak,U.S.,Pittsburgh,Pennsylvania,https://www.pnc.com,Public,"Market value as of March 28, 2024.",64292,45447,www.pnc.com,F,0.92,sustainable energy,25010,
140,Lithia Motors,LAD,Retailing,"Automotive Retailing, Services",yes,no,no,yes,5,yes,no,no,no,no,no,25051,8283,31310.9,10.6,1000.8,-20,19632.5,Bryan B. DeBoer,U.S.,Medford,Oregon,https://www.lithiadriveway.com/,Public,"Market value as of March 28, 2024.",8283,45447,www.lithiadriveway.com,C,0.47,bog standard energy,32.1,
141,CarMax,KMX,Retailing,"Automotive Retailing, Services",yes,no,no,no,-17,no,yes,no,yes,no,yes,30621,13756.5,31126.4,-6.2,484.8,-57.9,26182.7,William D. Nash,U.S.,Richmond,Virginia,https://www.carmax.com,Public,"Figures are for fiscal year ended Feb. 28, 2023. Market value as of March 28, 2024.",13757,45447,www.carmax.com,F,1.39,sustainable energy,17510,
142,Paramount Global,PARA,Media,Entertainment,no,no,no,no,-8,no,yes,no,yes,no,no,24150,8099,30610,-2.3,-608,-155.1,53543,George Cheeks/Chris McCarthy/Brian Robbins,U.S.,New York,New York,https://www.paramount.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",8099,45447,www.paramount.com,D,0.61,sustainable energy,898.863,
143,Dollar Tree,DLTR,Retailing,Specialty Retailers: Other,no,no,no,yes,1,yes,no,no,no,no,no,138860,29024.4,30603.8,8,-998.4,-161.8,22023.5,Richard W. Dreiling,U.S.,Chesapeake,Virginia,https://www.dollartree.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",29024,45447,www.dollartree.com,F,1.87,sustainable energy,11490,
144,United Natural Foods,UNFI,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,no,-5,no,yes,no,no,no,no,29455,682.9,30272,4.6,24,-90.3,7394,Sandy Douglas,U.S.,Providence,Rhode Island,https://www.unfi.com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of March 28, 2024.",683,45447,www.unfi.com,F,4.23,bog standard energy,146.318,
145,PayPal Holdings,PYPL,Business Services,Financial Data Services,yes,no,no,no,3,yes,no,no,no,yes,no,27200,71796,29771,8.2,4246,75.5,82166,Alex Chriss,U.S.,San Jose,California,https://www.paypal.com,Public,"Market value as of March 28, 2024.",71796,45447,www.paypal.com,C,0.36,bog standard energy,502100,
146,Penske Automotive Group,PAG,Retailing,"Automotive Retailing, Services",yes,no,no,yes,1,yes,no,no,no,yes,no,28000,10861,29527.4,6.2,1053.2,-23.7,15671.5,Roger S. Penske,U.S.,Bloomfield Hills,Michigan,https://www.penskeautomotive.com,Public,"Market value as of March 28, 2024.",10861,45447,www.penskeautomotive.com,F,10.08,bog standard energy,91.227,
147,Hewlett Packard Enterprise,HPE,Technology,"Computers, Office Equipment",yes,no,no,yes,-4,no,yes,no,no,yes,yes,62000,23049,29135,2.2,2025,133.3,57153,Antonio F. Neri,U.S.,Spring,Texas,https://www.hpe.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",23049,45447,www.hpe.com,C,0.47,bog standard energy,5906,
148,Duke Energy,DUK,Energy,Utilities: Gas and Electric,yes,no,yes,no,-7,no,yes,no,no,yes,no,27037,74607.9,28932,0.5,2841,11.4,176893,Lynn J. Good,U.S.,Charlotte,North Carolina,https://www.duke-energy.com,Public,"Excise taxes have been deducted. Includes revenues from discontinued operations. Market value as of March 28, 2024.",74608,45447,www.duke-energy.com,A+,0,sustainable energy,9189,
149,Occidental Petroleum,OXY,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,-39,no,yes,no,yes,no,no,12570,57611.3,28918,-22,4696,-64.7,74008,Vicki A. Hollub,U.S.,Houston,Texas,https://www.oxy.com,Public,"Market value as of March 28, 2024.",57611,45447,www.oxy.com,F,1.92,sustainable energy,182.74,
150,NRG Energy,NRG,Energy,Energy,no,no,no,yes,-20,no,yes,no,yes,no,no,18131,14535.4,28823,-8.6,-202,-116.5,26038,Lawrence S. Coben,U.S.,Houston,Texas,https://www.nrg.com,Public,"Market value as of March 28, 2024.",14535,45447,www.nrg.com,F,2.12,bog standard energy,257.453,
151,Amgen,AMGN,Health Care,Pharmaceuticals,yes,no,no,yes,3,yes,no,no,no,yes,no,26700,152372.5,28190,7.1,6717,2.5,97154,Robert A. Bradway,U.S.,Thousand Oaks,California,https://www.amgen.com,Public,"Market value as of March 28, 2024.",152373,45447,www.amgen.com,C,0.45,bog standard energy,556.817,
152,NextEra Energy,NEE,Energy,Utilities: Gas and Electric,yes,no,no,yes,35,yes,no,no,no,yes,no,16800,131170.7,28114,34.2,7310,76.3,177489,John W. Ketchum,U.S.,Juno Beach,Florida,https://www.nexteraenergy.com,Public,"Market value as of March 28, 2024.",131171,45447,www.nexteraenergy.com,C,0.37,sustainable energy,183.543,
153,Danaher,DHR,Health Care,Medical Products and Equipment,yes,no,no,no,-21,no,yes,no,yes,yes,no,62000,184928.7,27602,-12.3,4764,-33.9,84488,Rainer M. Blair,U.S.,Washington,District Of Columbia,https://www.danaher.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",184929,45447,www.danaher.com,F,2.2,bog standard energy,515.153,
